alert_id,attack_class,is_attempted,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
AL-00034,Benign,0,1742753,172.31.69.12-172.31.0.2-50222-53-17,172.31.69.12,50222,172.31.0.2,53,17,2018-02-14 16:17:08.993962,12224,1,1,31,47,31,31,31.0,0.0,47,47,47.0,0.0,6380.8900523560205,163.61256544502618,12224.0,0.0,12224,12224,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,81.80628272251309,81.80628272251309,31,47,39.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,39.0,31.0,47.0,0,0,0,0,0,0,0,15,0,23,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00035,Benign,0,3189966,172.31.66.98-209.85.203.100-54335-443-6,172.31.66.98,54335,209.85.203.100,443,6,2018-02-15 19:34:42.892050,95841,4,2,77,0,46,0,19.25,23.05609102457165,0,0,0.0,0.0,803.4139877505452,62.60368735718534,19168.2,42723.38533168925,95594,2,95841,31947.0,55156.35821009216,95636,17,2,2.0,0.0,2,2,2,0,0,0,0,0,80,40,41.73579157145689,20.867895785728447,0,46,12.833333333333334,20.439341150503523,417.7666666666667,2,0,0,2,6,0,0,0,0.5,12.833333333333334,19.25,0.0,0,0,0,0,0,0,0,12,0,0,258,176,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,171015457,BENIGN,-1
AL-00036,Benign,0,4825804,172.31.64.103-172.31.0.2-52881-53-17,172.31.64.103,52881,172.31.0.2,53,17,2018-02-21 17:02:49.582315,1122,1,1,45,73,45,45,45.0,0.0,73,73,73.0,0.0,105169.34046345812,1782.5311942959,1122.0,0.0,1122,1122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,891.2655971479501,891.2655971479501,45,73,59.0,19.79898987322333,392.0,0,0,0,0,0,0,0,0,1.0,59.0,45.0,73.0,0,0,0,0,0,0,0,22,0,36,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00037,Benign,0,3649662,172.31.67.100-172.31.0.2-65327-53-17,172.31.67.100,65327,172.31.0.2,53,17,2018-02-28 15:04:29.217044,279,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,372759.8566308244,7168.458781362007,279.0,0.0,279,279,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,3584.229390681004,3584.229390681004,44,60,52.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,52.0,44.0,60.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00038,Benign,0,2655697,172.31.66.105-172.31.0.2-61463-53-17,172.31.66.105,61463,172.31.0.2,53,17,2018-02-22 18:08:05.277984,1411,1,1,42,102,42,42,42.0,0.0,102,102,102.0,0.0,102055.27994330262,1417.4344436569809,1411.0,0.0,1411,1411,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,708.7172218284904,708.7172218284904,42,102,72.0,42.42640687119285,1800.0,0,0,0,0,0,0,0,0,1.0,72.0,42.0,102.0,0,0,0,0,0,0,0,21,0,51,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00039,Botnet,0,3754790,172.31.69.23-18.219.211.138-59414-8080-6,172.31.69.23,59414,18.219.211.138,8080,6,2018-03-02 17:48:22.535932,11483,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,39623.79169206653,870.852564660803,1275.888888888889,3113.7272859245577,9560,12,11114,2778.5,4836.394145779822,10026,61,10972,2743.0,4557.49382884936,9560,41,1,2,0,0,0,0,112,112,435.4262823304015,435.4262823304015,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11483,Botnet Ares,-1
AL-00040,Benign,0,4456994,172.31.65.56-209.85.202.95-52760-443-6,172.31.65.56,52760,209.85.202.95,443,6,2018-02-22 19:26:37.077597,57289787,11,10,1431,2604,602,0,130.0909090909091,219.32234475559235,1430,0,260.4,446.857223034134,70.43140167373986,0.3665574808298729,2864489.35,12706536.063585224,56848256,16,57289787,5728978.7,18000588.32855092,56959353,42,336633,37403.66666666666,54287.10533358728,111465,202,6,7,0,0,1,0,232,212,0.1920062994823143,0.1745511813475585,0,1430,192.14285714285708,344.02765669554617,118355.02857142856,0,2,1,13,20,0,0,0,0.9090909090909092,192.14285714285717,130.0909090909091,260.4,0,0,0,2379,5,344632,0,68,0,124,8192,181,6,20,441531.0,0.0,441531,441531,56848256.0,0.0,56848256,56848256,-1,-1,57289787,BENIGN,-1
AL-00041,Benign,0,2912419,172.31.66.53-72.21.91.29-50107-80-6,172.31.66.53,50107,72.21.91.29,80,6,2018-02-23 13:13:55.040416,115472515,17,15,447,788,436,0,26.294117647058822,105.57980672569586,788,0,52.53333333333333,203.46072512076296,10.695185776459446,0.277122222547937,3724919.838709677,4820914.053678391,10004215,18,115472515,7217032.1875,4444984.942746649,10015456,214,115461283,8247234.499999999,3710432.8088090033,10015467,1138,1,1,0,0,0,0,352,444,0.1472211807285915,0.1299010418193455,0,788,38.59375,156.92485552728112,24625.410282258057,2,2,0,2,31,0,1,1,0.8823529411764706,38.59375,26.294117647058822,52.53333333333333,0,0,0,0,0,0,0,13,0,24,8192,288,12,20,17683.833333333332,22226.06027262646,88261,11241,9604086.25,1364977.045913502,10004215,5270131,-1,-1,115472515,BENIGN,-1
AL-00042,Benign,0,3238858,172.31.67.112-209.85.203.149-53340-443-6,172.31.67.112,53340,209.85.203.149,443,6,2018-02-21 17:54:57.826339,117650134,15,15,954,3647,309,0,63.6,93.41826068050842,1430,0,243.13333333333333,489.401510107231,39.10747776963858,0.2549933347292235,4056901.172413793,14943984.002521168,58050878,1,117650134,8403581.0,21044366.453389287,58184954,173,117494084,8392434.57142857,21074007.525478825,58145534,1,8,7,0,0,0,0,312,312,0.1274966673646117,0.1274966673646117,0,1430,153.36666666666665,358.0171912009287,128176.30919540234,0,2,0,15,29,0,1,1,1.0,153.36666666666667,63.6,243.13333333333333,0,0,0,0,0,0,0,31,0,121,8192,180,8,20,738386.5,823709.3965109905,1320837,155936,58008640.5,59732.845340733606,58050878,57966403,-1,-1,117650134,BENIGN,-1
AL-00043,Benign,0,2769200,172.31.66.122-172.31.0.2-53157-53-17,172.31.66.122,53157,172.31.0.2,53,17,2018-02-22 18:45:35.199045,13380,1,1,52,139,52,52,52.0,0.0,139,139,139.0,0.0,14275.037369207774,149.47683109118088,13380.0,0.0,13380,13380,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,74.73841554559044,74.73841554559044,52,139,95.5,61.518289963229634,3784.5,0,0,0,0,0,0,0,0,1.0,95.5,52.0,139.0,0,0,0,0,0,0,0,26,0,69,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00044,Benign,0,5303720,5.39.216.253-172.31.67.40-39751-3389-6,5.39.216.253,39751,172.31.67.40,3389,6,2018-02-15 16:30:32.268306,10794436,6,6,239,19,155,0,39.83333333333333,60.13789709215535,19,0,3.1666666666666665,7.756717518813398,23.90120243429115,1.1116838341530768,981312.3636363636,3053746.412987145,10186709,27,10794322,2158864.4,4670799.987551844,10514048,24331,10794394,2158878.8,4489256.291361711,10186709,37,3,1,0,0,0,1,132,132,0.5558419170765384,0.5558419170765384,0,155,21.5,45.1432064757156,2037.909090909091,1,2,1,4,11,0,1,2,1.0,21.5,39.833333333333336,3.1666666666666665,0,0,0,0,0,0,0,19,0,1,8192,0,3,20,298614.0,0.0,298614,298614,10186709.0,0.0,10186709,10186709,-1,-1,10794436,BENIGN,-1
AL-00045,Benign,0,2264009,172.31.66.113-172.31.0.2-57759-53-17,172.31.66.113,57759,172.31.0.2,53,17,2018-02-14 19:45:54.034634,12456,1,1,41,97,41,41,41.0,0.0,97,97,97.0,0.0,11078.998073217726,160.56518946692358,12456.0,0.0,12456,12456,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,80.28259473346179,80.28259473346179,41,97,69.0,39.59797974644666,1568.0,0,0,0,0,0,0,0,0,1.0,69.0,41.0,97.0,0,0,0,0,0,0,0,20,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00046,Botnet,0,3704907,172.31.69.14-18.219.211.138-55718-8080-6,172.31.69.14,55718,18.219.211.138,8080,6,2018-03-02 15:52:36.095055,12368,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,36788.48641655886,808.5381630012936,1374.2222222222222,3467.781054859785,10605,0,12103,3025.75,5343.798734670559,11035,54,11861,2965.25,5103.080466737713,10605,0,1,2,0,0,0,0,112,112,404.2690815006468,404.2690815006468,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,12368,Botnet Ares,-1
AL-00047,Benign,0,2334865,172.31.66.12-172.31.0.2-64474-53-17,172.31.66.12,64474,172.31.0.2,53,17,2018-02-14 19:23:15.588649,519,1,1,30,158,30,30,30.0,0.0,158,158,158.0,0.0,362235.0674373796,3853.5645472061656,519.0,0.0,519,519,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1926.7822736030828,1926.7822736030828,30,158,94.0,90.50966799187808,8192.0,0,0,0,0,0,0,0,0,1.0,94.0,30.0,158.0,0,0,0,0,0,0,0,15,0,79,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00048,Benign,0,3194650,172.31.66.64-172.31.0.2-62074-53-17,172.31.66.64,62074,172.31.0.2,53,17,2018-02-22 20:59:54.221761,356,1,1,46,174,46,46,46.0,0.0,174,174,174.0,0.0,617977.5280898877,5617.977528089888,356.0,0.0,356,356,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2808.988764044944,2808.988764044944,46,174,110.0,90.50966799187808,8192.0,0,0,0,0,0,0,0,0,1.0,110.0,46.0,174.0,0,0,0,0,0,0,0,23,0,87,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00049,Benign,0,3053505,172.31.66.119-172.31.0.2-57381-53-17,172.31.66.119,57381,172.31.0.2,53,17,2018-03-01 12:39:38.737934,1144,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,156468.53146853147,1748.2517482517485,1144.0,0.0,1144,1144,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,874.1258741258741,874.1258741258741,40,139,89.5,70.0035713374682,4900.5,0,0,0,0,0,0,0,0,1.0,89.5,40.0,139.0,0,0,0,0,0,0,0,20,0,69,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00050,Port Scan,0,5757414,172.31.69.13-172.31.69.22-54085-1500-6,172.31.69.13,54085,172.31.69.22,1500,6,2018-03-01 14:27:19.457454,242,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8264.462809917355,242.0,0.0,242,242,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,4132.231404958678,4132.231404958678,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,242,Infiltration - NMAP Portscan,-1
AL-00051,Benign,0,2049599,213.202.230.206-172.31.64.96-35598-3389-6,213.202.230.206,35598,172.31.64.96,3389,6,2018-03-01 14:22:02.028018,90117733,14,10,1386,2276,680,0,99.0,189.2048137296235,1884,0,227.6,588.7880584537851,40.63573148250411,0.2663182838831509,3918162.3043478257,17988065.24047094,86427593,13,3690113,283854.8461538461,326800.2605641674,1158598,7075,90117701,10013077.888888888,28657178.827227157,86427593,104346,7,5,0,0,0,1,292,212,0.1553523322651714,0.1109659516179795,0,1884,152.58333333333331,400.102912485913,160082.34057971014,1,2,1,12,23,0,1,2,0.7142857142857143,152.58333333333334,99.0,227.6,0,0,0,0,0,0,0,57,0,94,8192,0,7,20,3690140.0,0.0,3690140,3690140,86427593.0,0.0,86427593,86427593,-1,-1,90117733,BENIGN,-1
AL-00052,Botnet,0,3764331,172.31.69.23-18.219.211.138-52244-8080-6,172.31.69.23,52244,18.219.211.138,8080,6,2018-03-02 15:09:06.170796,9691,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,46950.77907336704,1031.8852543597152,1076.7777777777778,2628.9836333542366,8071,13,9401,2350.25,4031.124936044528,8390,64,9233,2308.25,3853.212631471735,8071,57,1,2,0,0,0,0,112,112,515.9426271798576,515.9426271798576,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,9691,Botnet Ares,-1
AL-00053,Benign,0,5523303,172.31.66.83-172.31.0.2-52048-53-17,172.31.66.83,52048,172.31.0.2,53,17,2018-02-28 15:25:46.317379,73831,2,2,124,380,62,62,62.0,0.0,190,190,190.0,0.0,6826.40083433788,54.17778439950699,24610.333333333336,41752.84043431457,72822,343,73165,73165.0,0.0,73165,73165,73488,73488.0,0.0,73488,73488,0,0,0,0,0.0,0.0,16,16,27.08889219975349,27.08889219975349,62,190,126.0,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,126.0,62.0,190.0,0,0,0,0,0,0,0,31,0,95,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00054,Benign,0,1319655,31.129.141.70-172.31.64.104-55929-445-6,31.129.141.70,55929,172.31.64.104,445,6,2018-03-01 13:41:47.643679,429925,7,4,373,172,140,0,53.285714285714285,67.9576198467699,133,0,43.0,62.75348595894893,1267.6629644705472,25.58585799848811,42992.5,68963.96673021838,143435,3,429861,71643.5,78154.42028382016,143529,3,429892,143297.33333333334,425.6587052244243,143582,142808,3,2,0,0,0,1,152,92,16.281909635401522,9.303948363086583,0,140,49.54545454545455,63.08147689514512,3979.272727272727,0,2,1,5,10,0,0,0,0.5714285714285714,49.54545454545455,53.285714285714285,43.0,0,0,0,0,0,0,0,33,0,15,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,429925,BENIGN,-1
AL-00055,Benign,0,3951280,172.31.67.92-172.31.0.2-52970-53-17,172.31.67.92,52970,172.31.0.2,53,17,2018-02-23 18:46:21.494121,612,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,150326.7973856209,3267.97385620915,612.0,0.0,612,612,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1633.986928104575,1633.986928104575,38,54,46.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,46.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00056,Benign,0,2144218,18.219.34.140-172.31.65.37-60034-3389-6,18.219.34.140,60034,172.31.65.37,3389,6,2018-02-23 15:30:27.096684,12724518,15,9,1148,1659,677,0,76.53333333333332,177.518557044716,1173,0,184.33333333333331,381.6120412146346,220.5977468065981,1.8861225234621852,553239.9130434784,1299610.0308213409,5652186,53,12724518,908894.1428571426,1593995.690030987,5652186,147,12258756,1532344.5,1980148.2231232084,5812627,39902,5,7,0,0,1,0,336,192,1.178826577163866,0.7072959462983195,0,1173,116.95833333333331,269.5865561037569,72676.91123188406,0,2,1,12,23,0,1,2,0.6,116.95833333333331,76.53333333333333,184.33333333333331,0,0,0,0,0,0,0,47,0,69,8192,62852,5,20,3594602.0,0.0,3594602,3594602,5652186.0,0.0,5652186,5652186,-1,-1,12724518,BENIGN,-1
AL-00057,Benign,0,1513782,172.31.64.44-172.31.0.2-53908-53-17,172.31.64.44,53908,172.31.0.2,53,17,2018-02-23 12:53:45.364070,1312,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,136432.92682926828,1524.390243902439,1312.0,0.0,1312,1312,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,762.1951219512194,762.1951219512194,40,139,89.5,70.0035713374682,4900.5,0,0,0,0,0,0,0,0,1.0,89.5,40.0,139.0,0,0,0,0,0,0,0,20,0,69,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00058,Benign,0,5281085,172.31.66.118-172.217.13.234-49364-443-6,172.31.66.118,49364,172.217.13.234,443,6,2018-02-21 13:05:30.276616,118142235,18,20,1425,5420,461,0,79.16666666666667,124.38897719275138,1430,0,271.0,428.40315493457183,57.9386364241374,0.3216461919820629,3193033.378378378,13472683.173876597,58859029,0,118142235,6949543.235294118,19520348.81372334,58859029,46,118080435,6214759.736842105,18539058.918356813,58921265,0,10,13,0,0,0,0,372,412,0.1523587225178193,0.1692874694642436,0,1430,180.1315789473684,332.8307069913448,110776.27951635844,0,2,0,23,37,0,0,0,1.1111111111111112,180.1315789473684,79.16666666666667,271.0,944,4,626410,1093,5,74740,0,37,0,142,8192,184,10,20,254058.5,271587.6938384727,446100,62017,58786049.5,103208.5986752073,58859029,58713070,-1,-1,118142235,BENIGN,-1
AL-00059,Benign,0,3718710,172.31.67.53-172.31.0.2-52348-53-17,172.31.67.53,52348,172.31.0.2,53,17,2018-02-23 15:07:35.131166,1092,1,1,29,101,29,29,29.0,0.0,101,101,101.0,0.0,119047.61904761904,1831.5018315018312,1092.0,0.0,1092,1092,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,915.7509157509156,915.7509157509156,29,101,65.0,50.91168824543142,2592.0,0,0,0,0,0,0,0,0,1.0,65.0,29.0,101.0,0,0,0,0,0,0,0,14,0,50,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00060,Brute Force,0,5789781,13.58.98.64-172.31.69.25-53002-22-6,13.58.98.64,53002,172.31.69.25,22,6,2018-02-14 19:27:48.339002,382320,23,23,1912,2665,640,0,83.1304347826087,135.73748204390913,976,0,115.8695652173913,253.95423788689067,11971.646788030968,120.31805817116552,8496.000000000002,21073.77262575019,99781,3,382314,17377.9090909091,29798.7865427422,99781,240,382313,17377.86363636364,37742.00310036734,136526,7,16,15,0,0,0,0,744,744,60.15902908558276,60.15902908558276,0,976,99.5,202.0181234994084,40811.32222222222,2,2,0,31,45,0,0,0,1.0,99.5,83.1304347826087,115.8695652173913,0,0,0,0,0,0,0,41,0,57,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,382320,SSH-BruteForce,-1
AL-00061,Benign,0,508024,172.31.64.44-172.31.0.2-53458-53-17,172.31.64.44,53458,172.31.0.2,53,17,2018-02-15 13:32:12.195388,408,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,289215.6862745098,4901.9607843137255,408.0,0.0,408,408,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2450.9803921568628,2450.9803921568628,51,67,59.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,59.0,51.0,67.0,0,0,0,0,0,0,0,25,0,33,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00062,Brute Force,0,5882547,13.58.98.64-172.31.69.25-38978-22-6,13.58.98.64,38978,172.31.69.25,22,6,2018-02-14 19:07:26.491271,385310,23,23,1912,2665,640,0,83.1304347826087,135.73748204390913,976,0,115.8695652173913,253.95423788689067,11878.746982948796,119.3843917884301,8562.444444444442,20634.828222026117,109290,2,385303,17513.77272727272,29819.115403077903,109290,136,385308,17514.000000000004,36997.20742099843,149461,8,16,15,0,0,0,0,744,744,59.69219589421505,59.69219589421505,0,976,99.5,202.0181234994084,40811.32222222222,2,2,0,31,45,0,0,0,1.0,99.5,83.1304347826087,115.8695652173913,0,0,0,0,0,0,0,41,0,57,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,385310,SSH-BruteForce,-1
AL-00063,Benign,0,2362213,193.111.198.10-172.31.65.44-9199-3389-6,193.111.198.10,9199,172.31.65.44,3389,6,2018-03-01 14:18:29.638031,90111804,13,10,1392,2276,684,0,107.0769230769231,195.61333523836487,1884,0,227.6,588.7880584537851,40.704989104424094,0.2552384812981881,4095991.0909090913,18359609.0185502,86288132,16,3823655,318637.9166666667,370181.1616120504,1295883,31141,90111769,10012418.777777778,28605507.53563689,86288132,31142,7,5,0,0,0,1,272,212,0.1442652285598455,0.1109732527383426,0,1884,159.47826086956525,407.9505172271863,166423.62450592883,1,2,1,12,22,0,1,2,0.7692307692307693,159.47826086956522,107.07692307692308,227.6,0,0,0,0,0,0,0,60,0,98,8192,0,7,20,3823672.0,0.0,3823672,3823672,86288132.0,0.0,86288132,86288132,-1,-1,90111804,BENIGN,-1
AL-00064,Benign,0,443987,172.31.66.89-172.31.0.2-58591-53-17,172.31.66.89,58591,172.31.0.2,53,17,2018-02-28 15:37:40.439782,25779,2,2,102,272,51,51,51.0,0.0,136,136,136.0,0.0,14507.932813530391,155.16505682920206,8593.0,12867.47108020842,23425,415,25364,25364.0,0.0,25364,25364,23840,23840.0,0.0,23840,23840,0,0,0,0,0.0,0.0,16,16,77.58252841460103,77.58252841460103,51,136,93.5,49.07477288111819,2408.333333333333,0,0,0,0,0,0,0,0,1.0,93.5,51.0,136.0,0,0,0,0,0,0,0,25,0,68,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00065,DDoS,0,6023849,18.218.115.60-172.31.69.25-59524-80-6,18.218.115.60,59524,172.31.69.25,80,6,2018-02-20 15:10:16.252876,30898780,5,4,20,964,20,0,4.0,8.94427190999916,964,0,241.0,482.0,31.84591754108091,0.2912736360464718,3862347.5,10471827.16117959,29760099,2,30898780,7724695.0,14700034.12308094,29760099,291,1138409,379469.6666666666,655930.944999802,1136873,28,1,1,0,0,1,0,112,92,0.1618186866924843,0.1294549493539874,0,964,109.33333333333334,320.5682454642069,102764.0,1,2,1,2,8,0,1,1,0.8,109.33333333333331,4.0,241.0,0,0,0,0,0,0,0,2,0,107,8192,211,1,20,1138681.0,0.0,1138681,1138681,29760099.0,0.0,29760099,29760099,-1,-1,30898780,DDoS-LOIC-HTTP,-1
AL-00066,Brute Force,1,5813939,18.221.219.4-172.31.69.25-58942-21-6,18.221.219.4,58942,172.31.69.25,21,6,2018-02-14 16:03:16.659714,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
AL-00067,Benign,0,1688020,113.162.247.181-172.31.65.119-41593-3389-6,113.162.247.181,41593,172.31.65.119,3389,6,2018-02-21 15:24:49.184773,2940428,9,7,1148,1581,677,0,127.55555555555556,218.69105555046775,1173,0,225.8571428571429,430.0986044197418,928.096181916374,5.441384723584458,196028.53333333333,268022.5136689258,953130,4,2940428,367553.5,407744.74835087,1283173,4,2662459,443743.1666666666,267964.5724370419,953130,279638,5,5,0,0,1,0,188,148,3.0607789070162577,2.3806058165682003,0,1173,170.56250000000003,319.4332415909987,102037.59583333334,0,2,1,10,15,0,0,0,0.7777777777777778,170.5625,127.55555555555556,225.8571428571429,0,0,0,0,0,0,0,71,0,98,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2940428,BENIGN,-1
AL-00068,Benign,0,5109201,172.31.67.14-169.254.169.254-49296-80-6,172.31.67.14,49296,169.254.169.254,80,6,2018-02-14 13:05:55.040983,1306,5,5,148,242,148,0,29.6,66.18761213399378,242,0,48.4,108.22569011098985,298621.74578866764,7656.967840735068,145.11111111111111,114.96134616083404,380,0,1177,294.25,178.66239111799663,452,107,926,231.5,167.99305541202193,401,0,1,1,0,0,0,0,112,112,3828.483920367534,3828.483920367534,0,242,39.0,85.1521514049345,7250.888888888889,2,2,0,2,9,0,0,0,1.0,39.0,29.6,48.4,0,0,0,0,0,0,0,14,0,24,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1306,BENIGN,-1
AL-00069,Benign,0,2155302,172.31.65.93-172.31.0.2-50364-53-17,172.31.65.93,50364,172.31.0.2,53,17,2018-02-15 18:06:43.163453,1582,1,1,34,125,34,34,34.0,0.0,125,125,125.0,0.0,100505.6890012642,1264.2225031605562,1582.0,0.0,1582,1582,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,632.1112515802781,632.1112515802781,34,125,79.5,64.34671708797582,4140.5,0,0,0,0,0,0,0,0,1.0,79.5,34.0,125.0,0,0,0,0,0,0,0,17,0,62,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
